1,462290
1,469260
1,448414
1,469387
1,460189
1,454906
1,485937
1,470501
1,476898
1,460953
1,465250
1,510029
1,479731
1,485141
1,466937
1,452901
1,482118
1,496853
1,480049
1,482341
1,479190
1,482627
1,488674
1,477376
1,483868
1,493512
1,490583
1,489119
1,496312
1,509011
1,505669
1,534536
1,525879
1,508884
1,485905
1,498381
1,498890
1,498763
1,497458
1,501755
1,513276
1,553568
1,505892
1,526865
1,514994
1,527884
1,502646
1,517349
1,514008
1,523428
1,543829
1,518018
1,526070
1,519068
1,534631
1,528298
1,527438
1,528679
1,527120
1,525274
1,548093
1,530716
1,540996
1,552517
1,549780
1,560060
1,553950
1,562352
1,548825
1,539150
1,558914
1,544784
1,560538
1,541696
1,569990
1,544593
1,557896
1,556209
1,568144
1,590932
1,558755
1,555223
1,555318
1,564548
1,563052
1,572186
1,574159
1,564993
1,582784
1,578233
1,569576
1,597870
1,598665
1,589563
1,589595
1,614037
1,612796
1,571454
1,580556
1,597106
1,591664
1,590486
1,601880
1,589022
1,605794
1,584980
1,597997
1,624476
1,602580
1,615310
1,602294
1,582657
1,614578
1,606208
1,616233
1,582275
1,600957
1,627595
1,613783
1,597933
1,607099
1,618525
1,634565
1,606622
1,607067
1,616361
1,631351
1,612478
1,623108
1,616838
1,634024
1,617984
1,642140
1,627691
1,633197
1,636984
1,614260
1,628964
1,661809
1,636570
1,644877
1,646468
1,645705
1,646214
1,673202
1,634374
1,669956
1,649301
1,659422
1,675685
1,647264
1,650574
1,644559
1,670784
1,665182
1,660122
1,661840
1,673584
1,676226
1,670879
1,680395
1,667537
1,668238
1,685296
1,705251
1,725716
1,670752
1,672948
1,695863
1,697645
1,680873
1,664928
1,699586
1,689784
1,679631
1,709007
1,705124
1,688606
1,700796
1,672407
1,720019
1,698791
1,696308
1,705792
1,725779
1,718778
1,709039
1,703183
1,723711
1,740006
1,714577
1,720019
1,711617
1,720751
1,733736
1,749585
1,730617
1,777688
1,712794
1,715404
1,766708
1,750667
1,735614
1,727593
1,741661
1,736855
1,747835
1,785963
1,759197
1,730872
1,751495
1,754105
1,738701
1,729535
1,767122
1,753818
1,744334
1,743061
1,760565
1,754805
1,752386
1,764703
1,767440
1,758688
1,754041
1,755696
1,770718
1,765753
1,770272
1,761711
1,774060
1,772978
1,780234
1,765562
1,783067
1,778229
1,769222
1,780680
1,795924
1,789527
1,782112
1,780170
1,815561
1,803626
1,814256
1,810692
1,804231
1,788413
1,795383
1,807191
1,799871
1,820431
1,811169
1,863842
1,818648
1,816580
1,813970
1,808018
1,810851
1,813556
1,842454
1,834434
1,847515
1,894999
1,847101
1,834434
1,837235
1,857954
1,849743
1,846687
1,837903
1,884974
1,844714
1,878736
1,868615
1,865847
1,868902
1,869093
1,866101
1,878673
1,855980
1,864064
1,868488
1,856681
1,856585
1,859640
1,861996
1,875585
1,884147
1,861868
1,862441
1,847260
1,866801
1,870493
1,877750
1,882333
1,888093
1,862759
1,879405
1,890098
1,877941
1,866324
1,880359
1,883669
1,894490
1,874185
1,895954
1,860754
1,881728
1,874440
1,880932
1,880264
1,879659
1,882746
1,890798
1,966036
1,907794
1,933732
1,893854
1,873612
1,912440
1,909067
1,881028
1,926698
1,912408
1,887393
1,907730
1,933987
1,905216
1,920874
1,897132
1,942993
1,904866
1,896495
1,923197
1,901110
1,922243
1,985290
1,941625
1,933827
1,925553
1,913618
1,925043
1,919474
1,930677
1,927080
1,957665
1,997098
1,947545
1,957570
1,950536
1,943343
1,944171
1,944235
1,950695
1,992992
1,944298
1,952223
1,963776
1,952446
1,959989
1,947067
1,961198
1,935323
1,967468
1,974469
1,975711
1,940606
1,982362
1,960530
1,960784
1,963999
1,965304
1,966067
1,960466
1,974279
1,988282
1,965208
1,966513
1,982903
1,993502
1,963171
2,018549
1,997671
1,997957
1,993724
1,989078
1,979689
2,025169
1,988027
1,989523
1,997162
1,991401
2,009606
1,987582
2,001585
1,985099
2,040923
2,003813
2,021286
2,016894
1,990446
2,013775
2,011961
2,039045
2,020427
2,041941
2,059573
2,023991
2,005468
2,043978
2,026410
2,058109
2,030929
2,061387
2,061228
2,071508
2,044137
2,060241
2,050375
2,059764
2,069757
2,078828
2,076027
2,072940
2,082583
2,087866
2,136433
2,095696
2,065811
2,097987
2,108012
2,090349
2,098878
2,097669
2,101170
2,085193
2,090985
2,102093
2,163104
2,110622
2,092258
2,116446
2,135574
2,117210
2,101902
2,127585
2,114887
2,127840
2,120074
2,135860
2,180926
2,121475
2,126663
2,142289
2,162913
2,169437
2,149386
2,143690
2,151169
2,148050
2,232676
2,165618
2,155274
2,165172
2,153110
2,178094
2,166095
2,167496
2,197380
2,166764
2,170074
2,168196
2,191238
2,184109
2,215967
2,185637
2,199067
2,192288
2,218290
2,207342
2,199799
2,183218
2,202282
2,181085
2,227329
2,207247
2,271504
2,197921
2,202377
2,230989
2,227806
2,217081
2,210556
2,245597
2,235986
2,217622
2,221059
2,241778
2,272936
2,223064
2,213007
2,241746
2,234617
2,224433
2,218258
2,235222
2,220009
2,249194
2,257532
2,248684
2,246361
2,268194
2,270549
2,286239
2,284234
2,342222
